id,area,domain,section,verification,derives_from,statement
PLX-PERF-070,PERF,Performance,§58,"I, A","§58, new",Every target in §58 MUST be continuously measured in production and alerted on. A target without production instrumentation MUST NOT be claimed as met.
PLX-PERF-071,PERF,Performance,§58,I,"§58, new",Performance targets MUST be re-derived and republished whenever reference load assumptions change by more than one order of magnitude in any dimension.
PLX-PERF-072,PERF,Performance,§58,"T, A","§58, §48, new","Operations with an AI component MUST have a deterministic fallback that meets the corresponding non-AI target, so that AI latency degradation cannot breach a user-facing budget."
PLX-MET-001,MET,Metrics,§8,A,§8,"Resume accuracy — Proportion of Resume assertions the user marks correct when prompted, sampled Baseline: In-product sampling, ≥200 samples/tenant/quarter. Target: ≥90%."
PLX-MET-002,MET,Metrics,§8,A,§8,"Context reconstruction time — Elapsed time from Desk open to first substantive edit or Decision action Baseline: Instrumented, per Desk-visit. Target: ↓ ≥40% vs first-90-day baseline."
PLX-MET-003,MET,Metrics,§8,A,§8,Catch-up estimate calibration — Absolute error between estimated catch-up time and observed reconstruction time Baseline: Paired with PLX-MET-002. Target: ≤±50% at p90.
PLX-MET-004,MET,Metrics,§8,A,§8,"Duplicate work detected — Count of duplicate-candidate Relationships surfaced and confirmed by a user Baseline: Graph telemetry. Target: ↑, reported monthly."
PLX-MET-005,MET,Metrics,§8,A,§8,Decision latency — Elapsed time from Decision Proposed to terminal state Baseline: Decision entity timestamps. Target: ↓ ≥25% vs baseline.
PLX-MET-006,MET,Metrics,§8,A,§8,"Attention precision — Proportion of Attention Required and Decision Risk transitions the user acts on rather than dismisses Baseline: Context Health telemetry. Target: ≥60%, and monotonically non-decreasing per release."
PLX-MET-007,MET,Metrics,§8,A,§8,Search reduction — Searches per active Desk-hour Baseline: Search telemetry. Target: ↓ over tenant lifetime.
PLX-MET-008,MET,Metrics,§8,A,§8,Knowledge reuse — Proportion of new Objects that reference at least one pre-existing Object or Decision Baseline: Graph telemetry. Target: ↑.
PLX-MET-009,MET,Metrics,§8,A,§8,Onboarding time to first contribution — Days from user creation to first authored Object on a Team or Project Desk Baseline: Identity + Object telemetry. Target: ↓.
PLX-MET-010,MET,Metrics,§8,A,§8,"AI recommendation trust — Proportion of AI recommendations accepted, weighted by materiality Baseline: AI Orchestrator telemetry. Target: ↑, with acceptance-vs-outcome correlation tracked."
PLX-MET-011,MET,Metrics,§8,A,§8,"Infrastructure cost per active user — Fully loaded cost including AI inference, per monthly active user, per tenant Baseline: Cost telemetry (§68). Target: ↓ per unit of retained context."
PLX-MET-012,MET,Metrics,§8,"I, T","§8, new",Every metric in §8.1 MUST be instrumented and reported before the capability it measures is declared generally available. A capability MUST NOT reach GA with its success metric uninstrumented.
PLX-MET-013,MET,Metrics,§8,"A, I","§6.7, new",PLX-MET-006 (attention precision) MUST be treated as a release gate. A release that reduces attention precision by more than 5 percentage points MUST NOT ship without explicit product sign-off recorded against the regression.
PLX-MET-020,MET,Metrics,§86,I,"§86, new","Primary metrics MUST take precedence over secondary metrics in product decision-making. Where a change improves a secondary metric while degrading a primary metric, it MUST be rejected or explicitly accepted with recorded rationale."
PLX-MET-021,MET,Metrics,§86,I,"§86, new","""Time in product"" and equivalent engagement-maximising metrics MUST NOT be adopted as success metrics. The platform's stated purpose is to reduce time spent reconstructing context."
